record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B3E0031,Career,C000048,activity_date,2021-12-28,B3S0001,試合情報 > 試合期日,大会登録を確認した試合日,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0033,Career,C000049,organization_id,ORG000010,B3S0001,福岡第一高等学校 BOX SCORE > No.24 星賀 舞也,福岡第一高等学校の登録選手として掲載,SUPPORTED,2026-09-20,
B3E0034,Career,C000049,role,Player,B3S0001,福岡第一高等学校 BOX SCORE > No.24 星賀 舞也,選手欄に掲載,SUPPORTED,2026-09-20,
B3E0035,Career,C000049,jersey_number,24,B3S0001,福岡第一高等学校 BOX SCORE > No.24 星賀 舞也,大会登録背番号,SUPPORTED,2026-09-20,
B3E0036,Career,C000049,activity_date,2021-12-28,B3S0001,試合情報 > 試合期日,大会登録を確認した試合日,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0037,Career,C000049,competition_participation,27:07,B3S0001,福岡第一高等学校 BOX SCORE > No.24 星賀 舞也,出場時間27:07を記録,SUPPORTED,2026-09-20,
B3E0038,Career,C000050,organization_id,ORG000010,B3S0001,福岡第一高等学校 BOX SCORE > No.30 岡本 汰稀,福岡第一高等学校の登録選手として掲載,SUPPORTED,2026-09-20,
B3E0039,Career,C000050,role,Player,B3S0001,福岡第一高等学校 BOX SCORE > No.30 岡本 汰稀,選手欄に掲載,SUPPORTED,2026-09-20,
B3E0040,Career,C000050,jersey_number,30,B3S0001,福岡第一高等学校 BOX SCORE > No.30 岡本 汰稀,大会登録背番号,SUPPORTED,2026-09-20,
B3E0041,Career,C000050,activity_date,2021-12-28,B3S0001,試合情報 > 試合期日,大会登録を確認した試合日,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0043,Career,C000051,organization_id,ORG000010,B3S0001,福岡第一高等学校 BOX SCORE > No.68 岩下 周介,福岡第一高等学校の登録選手として掲載,SUPPORTED,2026-09-20,
B3E0044,Career,C000051,role,Player,B3S0001,福岡第一高等学校 BOX SCORE > No.68 岩下 周介,選手欄に掲載,SUPPORTED,2026-09-20,
B3E0045,Career,C000051,jersey_number,68,B3S0001,福岡第一高等学校 BOX SCORE > No.68 岩下 周介,大会登録背番号,SUPPORTED,2026-09-20,
B3E0046,Career,C000051,activity_date,2021-12-28,B3S0001,試合情報 > 試合期日,大会登録を確認した試合日,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0048,Career,C000052,organization_id,ORG000010,B3S0001,福岡第一高等学校 BOX SCORE > No.70 カマレ ムレマ フランシス,福岡第一高等学校の登録選手として掲載,SUPPORTED,2026-09-20,
B3E0049,Career,C000052,role,Player,B3S0001,福岡第一高等学校 BOX SCORE > No.70 カマレ ムレマ フランシス,選手欄に掲載,SUPPORTED,2026-09-20,
B3E0050,Career,C000052,jersey_number,70,B3S0001,福岡第一高等学校 BOX SCORE > No.70 カマレ ムレマ フランシス,大会登録背番号,SUPPORTED,2026-09-20,
B3E0051,Career,C000052,activity_date,2021-12-28,B3S0001,試合情報 > 試合期日,大会登録を確認した試合日,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0052,Career,C000052,competition_participation,07:19,B3S0001,福岡第一高等学校 BOX SCORE > No.70 カマレ ムレマ フランシス,出場時間07:19を記録,SUPPORTED,2026-09-20,
B3E0058,Career,C000047,organization_id,ORG000010,B3S0002,福岡第一高校 > プレイヤー > No.10 早田 流星,福岡第一高校の公式ロスターに掲載,SUPPORTED,2026-09-20,
B3E0059,Career,C000047,role,Player,B3S0002,福岡第一高校 > プレイヤー > No.10 早田 流星,選手として掲載,SUPPORTED,2026-09-20,
B3E0060,Career,C000047,jersey_number,10,B3S0002,福岡第一高校 > プレイヤー > No.10 早田 流星,2020年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0061,Career,C000047,height_cm,184,B3S0002,福岡第一高校 > プレイヤー > No.10 早田 流星,2020年大会の登録身長,SUPPORTED,2026-09-20,
B3E0062,Career,C000047,activity_date,2020-11-28,B3S0002,福岡第一高校 > プレイヤー > No.10 早田 流星,第96回天皇杯1次ラウンド登録,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0063,Career,C000049,organization_id,ORG000010,B3S0002,福岡第一高校 > プレイヤー > No.24 星賀 舞也,福岡第一高校の公式ロスターに掲載,SUPPORTED,2026-09-20,
B3E0064,Career,C000049,role,Player,B3S0002,福岡第一高校 > プレイヤー > No.24 星賀 舞也,選手として掲載,SUPPORTED,2026-09-20,
B3E0065,Career,C000049,jersey_number,24,B3S0002,福岡第一高校 > プレイヤー > No.24 星賀 舞也,2020年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0066,Career,C000049,height_cm,190,B3S0002,福岡第一高校 > プレイヤー > No.24 星賀 舞也,2020年大会の登録身長,SUPPORTED,2026-09-20,
B3E0067,Career,C000049,activity_date,2020-11-28,B3S0002,福岡第一高校 > プレイヤー > No.24 星賀 舞也,第96回天皇杯1次ラウンド登録,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0068,Career,C000010,organization_id,ORG000010,B3S0002,福岡第一高校 > プレイヤー > No.1 當山 修梧,福岡第一高校の公式ロスターに掲載,SUPPORTED,2026-09-20,
B3E0069,Career,C000010,role,Player,B3S0002,福岡第一高校 > プレイヤー > No.1 當山 修梧,選手として掲載,SUPPORTED,2026-09-20,
B3E0070,Career,C000010,jersey_number,1,B3S0002,福岡第一高校 > プレイヤー > No.1 當山 修梧,2020年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0071,Career,C000010,height_cm,180,B3S0002,福岡第一高校 > プレイヤー > No.1 當山 修梧,2020年大会の登録身長,SUPPORTED,2026-09-20,
B3E0072,Career,C000010,activity_date,2020-11-28,B3S0002,福岡第一高校 > プレイヤー > No.1 當山 修梧,第96回天皇杯1次ラウンド登録,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0073,Career,C000014,organization_id,ORG000010,B3S0002,福岡第一高校 > プレイヤー > No.65 キエキエトピー アリ,福岡第一高校の公式ロスターに掲載,SUPPORTED,2026-09-20,
B3E0074,Career,C000014,role,Player,B3S0002,福岡第一高校 > プレイヤー > No.65 キエキエトピー アリ,選手として掲載,SUPPORTED,2026-09-20,
B3E0075,Career,C000014,jersey_number,65,B3S0002,福岡第一高校 > プレイヤー > No.65 キエキエトピー アリ,2020年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0076,Career,C000014,height_cm,200,B3S0002,福岡第一高校 > プレイヤー > No.65 キエキエトピー アリ,2020年大会の登録身長,SUPPORTED,2026-09-20,
B3E0077,Career,C000014,activity_date,2020-11-28,B3S0002,福岡第一高校 > プレイヤー > No.65 キエキエトピー アリ,第96回天皇杯1次ラウンド登録,SUPPORTED,2026-09-20,Career開始日・終了日を意味しない
B3E0078,Career,C000048,organization_id,ORG000010,B3S0003,"PDF 1ページ > TAKANO, Yuma",福岡第一高校1年として掲載,SUPPORTED,2026-09-20,
B3E0079,Career,C000048,role,Player,B3S0003,"PDF 1ページ > TAKANO, Yuma",U16日本代表候補選手として掲載,SUPPORTED,2026-09-20,
B3E0080,Career,C000048,grade,1年,B3S0003,"PDF 1ページ > TAKANO, Yuma",2019年4月時点の学年,SUPPORTED,2026-09-20,入学・卒業年月は直接示さない
B3E0081,Career,C000048,position,SF,B3S0003,"PDF 1ページ > TAKANO, Yuma",登録ポジション,SUPPORTED,2026-09-20,
B3E0082,Career,C000048,height_cm,185,B3S0003,"PDF 1ページ > TAKANO, Yuma",登録身長,SUPPORTED,2026-09-20,
B3E0089,Career,C000214,organization_id,ORG000020,B3S0007,日本体育大学 ROSTER > No.10,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0090,Career,C000214,role,Player,B3S0007,日本体育大学 ROSTER > No.10,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0091,Career,C000214,grade,4年,B3S0007,日本体育大学 ROSTER > No.10,2025年大会の学年,SUPPORTED,2026-09-20,
B3E0092,Career,C000214,position,PF,B3S0007,日本体育大学 ROSTER > No.10,2025年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0093,Career,C000214,height_cm,185,B3S0007,日本体育大学 ROSTER > No.10,2025年大会の登録身長,SUPPORTED,2026-09-20,
B3E0094,Career,C000214,activity_year,2025,B3S0007,日本体育大学 ROSTER > No.10,2025年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0095,Career,C000214,jersey_number,10,B3S0007,日本体育大学 ROSTER > No.10,2025年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0096,Career,C000215,organization_id,ORG000030,B3S0008,青山学院大学 ROSTER > No.25,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0097,Career,C000215,role,Player,B3S0008,青山学院大学 ROSTER > No.25,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0098,Career,C000215,grade,3年,B3S0008,青山学院大学 ROSTER > No.25,2024年大会の学年,SUPPORTED,2026-09-20,
B3E0099,Career,C000215,position,SF,B3S0008,青山学院大学 ROSTER > No.25,2024年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0100,Career,C000215,height_cm,190,B3S0008,青山学院大学 ROSTER > No.25,2024年大会の登録身長,SUPPORTED,2026-09-20,
B3E0101,Career,C000215,activity_year,2024,B3S0008,青山学院大学 ROSTER > No.25,2024年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0102,Career,C000215,jersey_number,25,B3S0008,青山学院大学 ROSTER > No.25,2024年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0103,Career,C000216,organization_id,ORG000094,B3S0010,九州国際大学 ROSTER > No.23,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0104,Career,C000216,role,Player,B3S0010,九州国際大学 ROSTER > No.23,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0105,Career,C000216,grade,4年,B3S0010,九州国際大学 ROSTER > No.23,2025年大会の学年,SUPPORTED,2026-09-20,
B3E0106,Career,C000216,position,PF,B3S0010,九州国際大学 ROSTER > No.23,2025年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0107,Career,C000216,height_cm,190,B3S0010,九州国際大学 ROSTER > No.23,2025年大会の登録身長,SUPPORTED,2026-09-20,
B3E0108,Career,C000216,activity_year,2025,B3S0010,九州国際大学 ROSTER > No.23,2025年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0109,Career,C000216,jersey_number,23,B3S0010,九州国際大学 ROSTER > No.23,2025年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0110,Career,C000217,organization_id,ORG000095,B3S0011,東海大学九州 ROSTER > No.17,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0111,Career,C000217,role,Player,B3S0011,東海大学九州 ROSTER > No.17,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0112,Career,C000217,grade,1年,B3S0011,東海大学九州 ROSTER > No.17,2022年大会の学年,SUPPORTED,2026-09-20,
B3E0113,Career,C000217,position,PG,B3S0011,東海大学九州 ROSTER > No.17,2022年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0114,Career,C000217,height_cm,177,B3S0011,東海大学九州 ROSTER > No.17,2022年大会の登録身長,SUPPORTED,2026-09-20,
B3E0115,Career,C000217,activity_year,2022,B3S0011,東海大学九州 ROSTER > No.17,2022年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0116,Career,C000217,jersey_number,17,B3S0011,東海大学九州 ROSTER > No.17,2022年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0117,Career,C000217,grade,2年,B3S0012,東海大学九州 ROSTER > No.17,2023年大会の学年,SUPPORTED,2026-09-20,
B3E0118,Career,C000217,position,PG,B3S0012,東海大学九州 ROSTER > No.17,2023年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0119,Career,C000217,height_cm,177,B3S0012,東海大学九州 ROSTER > No.17,2023年大会の登録身長,SUPPORTED,2026-09-20,
B3E0120,Career,C000217,activity_year,2023,B3S0012,東海大学九州 ROSTER > No.17,2023年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0121,Career,C000217,jersey_number,17,B3S0012,東海大学九州 ROSTER > No.17,2023年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0122,Career,C000217,grade,3年,B3S0013,東海大学九州 ROSTER > No.17,2024年大会の学年,SUPPORTED,2026-09-20,
B3E0123,Career,C000217,position,SG,B3S0013,東海大学九州 ROSTER > No.17,2024年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0124,Career,C000217,height_cm,177,B3S0013,東海大学九州 ROSTER > No.17,2024年大会の登録身長,SUPPORTED,2026-09-20,
B3E0125,Career,C000217,activity_year,2024,B3S0013,東海大学九州 ROSTER > No.17,2024年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0126,Career,C000217,jersey_number,17,B3S0013,東海大学九州 ROSTER > No.17,2024年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0127,Career,C000217,grade,4年,B3S0014,東海大学九州 ROSTER > No.17,2025年大会の学年,SUPPORTED,2026-09-20,
B3E0128,Career,C000217,position,SG,B3S0014,東海大学九州 ROSTER > No.17,2025年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0129,Career,C000217,height_cm,177,B3S0014,東海大学九州 ROSTER > No.17,2025年大会の登録身長,SUPPORTED,2026-09-20,
B3E0130,Career,C000217,activity_year,2025,B3S0014,東海大学九州 ROSTER > No.17,2025年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0131,Career,C000217,jersey_number,17,B3S0014,東海大学九州 ROSTER > No.17,2025年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0132,Career,C000218,organization_id,ORG000096,B3S0015,山梨学院大学 ROSTER > No.70,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0133,Career,C000218,role,Player,B3S0015,山梨学院大学 ROSTER > No.70,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0134,Career,C000218,grade,3年,B3S0015,山梨学院大学 ROSTER > No.70,2024年大会の学年,SUPPORTED,2026-09-20,
B3E0135,Career,C000218,position,C,B3S0015,山梨学院大学 ROSTER > No.70,2024年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0136,Career,C000218,height_cm,206,B3S0015,山梨学院大学 ROSTER > No.70,2024年大会の登録身長,SUPPORTED,2026-09-20,
B3E0137,Career,C000218,activity_year,2024,B3S0015,山梨学院大学 ROSTER > No.70,2024年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0138,Career,C000218,jersey_number,70,B3S0015,山梨学院大学 ROSTER > No.70,2024年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0139,Career,C000218,grade,4年,B3S0016,山梨学院大学 ROSTER > No.70,2025年大会の学年,SUPPORTED,2026-09-20,
B3E0140,Career,C000218,position,C,B3S0016,山梨学院大学 ROSTER > No.70,2025年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0141,Career,C000218,height_cm,206,B3S0016,山梨学院大学 ROSTER > No.70,2025年大会の登録身長,SUPPORTED,2026-09-20,
B3E0142,Career,C000218,activity_year,2025,B3S0016,山梨学院大学 ROSTER > No.70,2025年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0143,Career,C000218,jersey_number,70,B3S0016,山梨学院大学 ROSTER > No.70,2025年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0144,Career,C000031,organization_id,ORG000018,B3S0018,専修大学 ROSTER > No.3,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0145,Career,C000031,role,Player,B3S0018,専修大学 ROSTER > No.3,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0147,Career,C000031,position,PG,B3S0018,専修大学 ROSTER > No.3,2021年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0148,Career,C000031,height_cm,180,B3S0018,専修大学 ROSTER > No.3,2021年大会の登録身長,SUPPORTED,2026-09-20,
B3E0149,Career,C000031,activity_year,2021,B3S0018,専修大学 ROSTER > No.3,2021年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0150,Career,C000031,jersey_number,3,B3S0018,専修大学 ROSTER > No.3,2021年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0152,Career,C000031,position,PG,B3S0019,専修大学 ROSTER > No.3,2022年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0153,Career,C000031,height_cm,180,B3S0019,専修大学 ROSTER > No.3,2022年大会の登録身長,SUPPORTED,2026-09-20,
B3E0154,Career,C000031,activity_year,2022,B3S0019,専修大学 ROSTER > No.3,2022年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0155,Career,C000031,jersey_number,3,B3S0019,専修大学 ROSTER > No.3,2022年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0157,Career,C000031,position,PG,B3S0020,専修大学 ROSTER > No.3,2023年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0158,Career,C000031,height_cm,180,B3S0020,専修大学 ROSTER > No.3,2023年大会の登録身長,SUPPORTED,2026-09-20,
B3E0159,Career,C000031,activity_year,2023,B3S0020,専修大学 ROSTER > No.3,2023年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0160,Career,C000031,jersey_number,3,B3S0020,専修大学 ROSTER > No.3,2023年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0162,Career,C000031,position,PG,B3S0021,専修大学 ROSTER > No.3,2024年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0163,Career,C000031,height_cm,180,B3S0021,専修大学 ROSTER > No.3,2024年大会の登録身長,SUPPORTED,2026-09-20,
B3E0164,Career,C000031,activity_year,2024,B3S0021,専修大学 ROSTER > No.3,2024年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0165,Career,C000031,jersey_number,3,B3S0021,専修大学 ROSTER > No.3,2024年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0166,Career,C000030,organization_id,ORG000017,B3S0023,日本経済大学 ROSTER > No.3,大学公式大会ロスターに掲載,SUPPORTED,2026-09-20,
B3E0167,Career,C000030,role,Player,B3S0023,日本経済大学 ROSTER > No.3,登録選手として掲載,SUPPORTED,2026-09-20,
B3E0168,Career,C000030,grade,2年,B3S0023,日本経済大学 ROSTER > No.3,2022年大会の学年,SUPPORTED,2026-09-20,
B3E0169,Career,C000030,position,C,B3S0023,日本経済大学 ROSTER > No.3,2022年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0170,Career,C000030,height_cm,203,B3S0023,日本経済大学 ROSTER > No.3,2022年大会の登録身長,SUPPORTED,2026-09-20,
B3E0171,Career,C000030,activity_year,2022,B3S0023,日本経済大学 ROSTER > No.3,2022年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0172,Career,C000030,jersey_number,3,B3S0023,日本経済大学 ROSTER > No.3,2022年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0173,Career,C000030,grade,3年,B3S0024,日本経済大学 ROSTER > No.33,2023年大会の学年,SUPPORTED,2026-09-20,
B3E0174,Career,C000030,position,C,B3S0024,日本経済大学 ROSTER > No.33,2023年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0175,Career,C000030,height_cm,203,B3S0024,日本経済大学 ROSTER > No.33,2023年大会の登録身長,SUPPORTED,2026-09-20,
B3E0176,Career,C000030,activity_year,2023,B3S0024,日本経済大学 ROSTER > No.33,2023年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0177,Career,C000030,jersey_number,33,B3S0024,日本経済大学 ROSTER > No.33,2023年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0178,Career,C000030,grade,4年,B3S0025,日本経済大学 ROSTER > No.33,2024年大会の学年,SUPPORTED,2026-09-20,
B3E0179,Career,C000030,position,C,B3S0025,日本経済大学 ROSTER > No.33,2024年大会の登録ポジション,SUPPORTED,2026-09-20,
B3E0180,Career,C000030,height_cm,203,B3S0025,日本経済大学 ROSTER > No.33,2024年大会の登録身長,SUPPORTED,2026-09-20,
B3E0181,Career,C000030,activity_year,2024,B3S0025,日本経済大学 ROSTER > No.33,2024年大会の登録,SUPPORTED,2026-09-20,在籍開始・終了年月は直接示さない
B3E0182,Career,C000030,jersey_number,33,B3S0025,日本経済大学 ROSTER > No.33,2024年大会の登録背番号,SUPPORTED,2026-09-20,
B3E0183,Career,C000214,competition_participation,2試合,B3S0007,日本体育大学 > 大会成績 > 早田流星,2025年大会で2試合出場,SUPPORTED,2026-09-20,
B3E0184,Career,C000215,competition_participation,28:59,B3S0009,青山学院大学 BOX SCORE > No.25,2024年12月4日の試合で28分59秒出場,SUPPORTED,2026-09-20,
B3E0185,Career,C000216,competition_participation,2試合,B3S0010,九州国際大学 > 大会成績 > 岡本汰稀,2025年大会で2試合出場,SUPPORTED,2026-09-20,
B3E0186,Career,C000217,competition_participation,2試合・58:49,B3S0014,東海大学九州 > 大会成績 > 岩下周介,2025年大会で2試合58分49秒出場,SUPPORTED,2026-09-20,
B3E0187,Career,C000218,competition_participation,15:26,B3S0017,山梨学院大学 BOX SCORE > No.70,2025年12月の試合で15分26秒出場,SUPPORTED,2026-09-20,
B3E0188,Career,C000031,competition_participation,3試合・29:11,B3S0021,専修大学 > 大会成績 > 當山修梧,2024年大会で3試合29分11秒出場,SUPPORTED,2026-09-20,
B3E0189,Career,C000030,competition_participation,34:00・21得点,B3S0026,日本経済大学 BOX SCORE > No.33,2024年12月の試合で34分00秒出場し21得点,SUPPORTED,2026-09-20,
B4W1E0001,Person,P000064,name,河村 勇輝,B4W1S0001,PDF 1ページ > 河村勇輝欄,JBA公式メンバー表の氏名,SUPPORTED,2026-09-20,
B4W1E0002,Person,P000064,name_en,Yuki Kawamura,B4W1S0001,PDF 1ページ > KAWAMURA Yuki,JBA公式メンバー表の英語表記,SUPPORTED,2026-09-20,
B4W1E0003,Person,P000064,birth_date,2001-05-02,B4W1S0001,PDF 1ページ > 生年月日,生年月日を掲載,SUPPORTED,2026-09-20,
B4W1E0004,Career,C000219,organization_id,ORG000010,B4W1S0001,PDF 1ページ > 所属欄,福岡第一高等学校1年として掲載,SUPPORTED,2026-09-20,開始・終了年月は不明
B4W1E0005,Career,C000219,role,Player,B4W1S0001,PDF 1ページ > 選手一覧,男子U16日本代表選手として掲載,SUPPORTED,2026-09-20,
B4W1E0006,Career,C000219,grade,1年,B4W1S0001,PDF 1ページ > 学年欄,2018年3月時点の学年,SUPPORTED,2026-09-20,
B4W1E0007,Career,C000219,activity_date,2018-03-30,B4W1S0001,PDF 1ページ > 発表日と選手欄,同校所属を確認した日付,SUPPORTED,2026-09-20,
B4W1E0008,Career,C000220,organization_id,ORG000015,B4W1S0002,PDF 選手一覧 > 河村勇輝欄,東海大学1年として掲載,SUPPORTED,2026-09-20,開始・終了年月は不明
B4W1E0009,Career,C000220,role,Player,B4W1S0002,PDF 選手一覧,男子日本代表Bチーム選手として掲載,SUPPORTED,2026-09-20,
B4W1E0010,Career,C000220,grade,1年,B4W1S0002,PDF 選手一覧 > 学年欄,2020年8月時点の学年,SUPPORTED,2026-09-20,
B4W1E0011,Career,C000220,activity_date,2020-08-06,B4W1S0002,PDF 発表日と選手欄,東海大学所属を確認した日付,SUPPORTED,2026-09-20,
B4W1E0012,Career,C000221,organization_id,ORG000097,B4W1S0003,クラブ所属履歴 > 2019-20 三遠,B.LEAGUE公式の所属履歴,SUPPORTED,2026-09-20,
B4W1E0013,Career,C000221,role,Player,B4W1S0003,選手プロフィール > クラブ所属履歴,B.LEAGUE選手として掲載,SUPPORTED,2026-09-20,
B4W1E0014,Career,C000221,season,2019-20,B4W1S0003,クラブ所属履歴,三遠所属シーズン,SUPPORTED,2026-09-20,暦年の開始・終了日は不明
B4W1E0015,Career,C000222,organization_id,ORG000055,B4W1S0003,クラブ所属履歴 > 横浜BC,2020-21から2023-24の所属履歴,SUPPORTED,2026-09-20,
B4W1E0016,Career,C000222,role,Player,B4W1S0003,選手プロフィール > クラブ所属履歴,B.LEAGUE選手として掲載,SUPPORTED,2026-09-20,
